P_City,SaleDate,TotalSales,Cum_Sales
" BRENTWOOD",2015-09-17,1508795,365743394
" BRENTWOOD",2015-09-18,2631732,368375126
" BRENTWOOD",2015-09-21,1750377,370125503
" BRENTWOOD",2015-09-22,374990,370500493
" BRENTWOOD",2015-09-25,2603221,373103714
" BRENTWOOD",2015-09-28,1291304,374395018
" BRENTWOOD",2015-09-29,1489700,375884718
" BRENTWOOD",2015-09-30,2998490,378883208
" BRENTWOOD",2015-10-01,1122400,380005608
" BRENTWOOD",2015-10-02,781550,380787158
" BRENTWOOD",2015-10-05,623521,381410679
" BRENTWOOD",2015-10-08,716500,382127179
" BRENTWOOD",2015-10-09,457100,382584279
" BRENTWOOD",2015-10-13,727600,383311879
" BRENTWOOD",2015-10-14,307000,383618879
" BRENTWOOD",2015-10-15,597000,384215879
" BRENTWOOD",2015-10-16,304500,384520379
" BRENTWOOD",2015-10-19,624000,385144379
" BRENTWOOD",2015-10-22,921325,386065704
" BRENTWOOD",2015-10-23,877349,386943053
" BRENTWOOD",2015-10-26,220000,387163053
" BRENTWOOD",2015-10-29,1375000,388538053
" BRENTWOOD",2015-11-02,593250,389131303
" BRENTWOOD",2015-11-03,888549,390019852
" BRENTWOOD",2015-11-04,273175,390293027
" BRENTWOOD",2015-11-05,355000,390648027
" BRENTWOOD",2015-11-06,491595,391139622
" BRENTWOOD",2015-11-10,70000,391209622
" BRENTWOOD",2015-11-13,777800,391987422
" BRENTWOOD",2015-11-16,360000,392347422
" BRENTWOOD",2015-11-17,779900,393127322
" BRENTWOOD",2015-11-18,314000,393441322
" BRENTWOOD",2015-11-19,297447,393738769
" BRENTWOOD",2015-11-20,2223041,395961810
" BRENTWOOD",2015-11-23,352000,396313810
" BRENTWOOD",2015-11-24,527750,396841560
" BRENTWOOD",2015-11-25,508510,397350070
" BRENTWOOD",2015-11-30,998350,398348420
" BRENTWOOD",2015-12-01,210000,398558420
" BRENTWOOD",2015-12-02,65000,398623420
" BRENTWOOD",2015-12-03,369600,398993020
" BRENTWOOD",2015-12-07,497000,399490020
" BRENTWOOD",2015-12-08,239900,399729920
" BRENTWOOD",2015-12-09,311000,400040920
" BRENTWOOD",2015-12-10,195000,400235920
" BRENTWOOD",2015-12-11,255000,400490920
" BRENTWOOD",2015-12-14,398500,400889420
" BRENTWOOD",2015-12-16,731240,401620660
" BRENTWOOD",2015-12-17,1170500,402791160
" BRENTWOOD",2015-12-18,1006921,403798081
" BRENTWOOD",2015-12-21,600000,404398081
" BRENTWOOD",2015-12-22,665300,405063381
" BRENTWOOD",2015-12-28,1320780,406384161
" BRENTWOOD",2015-12-29,1557452,407941613
" BRENTWOOD",2015-12-30,1016599,408958212
" BRENTWOOD",2016-01-06,320000,409278212
" BRENTWOOD",2016-01-08,165000,409443212
" BRENTWOOD",2016-01-11,1350000,410793212
" BRENTWOOD",2016-01-13,285890,411079102
" BRENTWOOD",2016-01-15,570000,411649102
" BRENTWOOD",2016-01-19,481020,412130122
" BRENTWOOD",2016-01-20,170000,412300122
" BRENTWOOD",2016-01-22,1315000,413615122
" BRENTWOOD",2016-01-25,609000,414224122
" BRENTWOOD",2016-01-26,255000,414479122
" BRENTWOOD",2016-01-27,212000,414691122
" BRENTWOOD",2016-01-29,689890,415381012
" BRENTWOOD",2016-02-02,830000,416211012
" BRENTWOOD",2016-02-03,546245,416757257
" BRENTWOOD",2016-02-10,845990,417603247
" BRENTWOOD",2016-02-11,960000,418563247
" BRENTWOOD",2016-02-12,473215,419036462
" BRENTWOOD",2016-02-16,1871074,420907536
" BRENTWOOD",2016-02-17,50000,420957536
" BRENTWOOD",2016-02-18,1135950,422093486
" BRENTWOOD",2016-02-19,1038650,423132136
" BRENTWOOD",2016-02-22,430000,423562136
" BRENTWOOD",2016-02-23,680000,424242136
" BRENTWOOD",2016-02-24,316950,424559086
" BRENTWOOD",2016-02-26,1789400,426348486
" BRENTWOOD",2016-03-01,342805,426691291
" BRENTWOOD",2016-03-02,150000,426841291
" BRENTWOOD",2016-03-04,332000,427173291
" BRENTWOOD",2016-03-07,374000,427547291
" BRENTWOOD",2016-03-08,239000,427786291
" BRENTWOOD",2016-03-11,239924,428026215
" BRENTWOOD",2016-03-14,202000,428228215
" BRENTWOOD",2016-03-15,267000,428495215
" BRENTWOOD",2016-03-17,370000,428865215
" BRENTWOOD",2016-03-18,1049085,429914300
" BRENTWOOD",2016-03-21,294790,430209090
" BRENTWOOD",2016-03-24,975000,431184090
" BRENTWOOD",2016-03-25,929935,432114025
" BRENTWOOD",2016-03-28,1054400,433168425
" BRENTWOOD",2016-03-29,353000,433521425
" BRENTWOOD",2016-03-31,1512000,435033425
" BRENTWOOD",2016-04-01,990240,436023665
" BRENTWOOD",2016-04-05,295000,436318665
" BRENTWOOD",2016-04-06,330000,436648665
" BRENTWOOD",2016-04-07,365000,437013665
" BRENTWOOD",2016-04-08,276309,437289974
" BRENTWOOD",2016-04-11,1129900,438419874
" BRENTWOOD",2016-04-12,285852,438705726
" BRENTWOOD",2016-04-13,134900,438840626
" BRENTWOOD",2016-04-14,3559059,442399685
" BRENTWOOD",2016-04-15,2778900,445178585
" BRENTWOOD",2016-04-18,682000,445860585
" BRENTWOOD",2016-04-19,355000,446215585
" BRENTWOOD",2016-04-20,726500,446942085
" BRENTWOOD",2016-04-21,753000,447695085
" BRENTWOOD",2016-04-22,765944,448461029
" BRENTWOOD",2016-04-25,830535,449291564
" BRENTWOOD",2016-04-26,695000,449986564
" BRENTWOOD",2016-04-27,232500,450219064
" BRENTWOOD",2016-04-28,757325,450976389
" BRENTWOOD",2016-04-29,2338900,453315289
" BRENTWOOD",2016-05-02,355000,453670289
" BRENTWOOD",2016-05-03,332394,454002683
" BRENTWOOD",2016-05-04,305000,454307683
" BRENTWOOD",2016-05-05,1589900,455897583
" BRENTWOOD",2016-05-06,815192,456712775
" BRENTWOOD",2016-05-09,488000,457200775
" BRENTWOOD",2016-05-12,1946040,459146815
" BRENTWOOD",2016-05-13,745000,459891815
" BRENTWOOD",2016-05-16,610000,460501815
" BRENTWOOD",2016-05-19,1016500,461518315
" BRENTWOOD",2016-05-20,1096250,462614565
" BRENTWOOD",2016-05-23,1499500,464114065
" BRENTWOOD",2016-05-25,639800,464753865
" BRENTWOOD",2016-05-26,329900,465083765
" BRENTWOOD",2016-05-27,1847350,466931115
" BRENTWOOD",2016-05-30,429900,467361015
" BRENTWOOD",2016-05-31,1098000,468459015
" BRENTWOOD",2016-06-01,926000,469385015
" BRENTWOOD",2016-06-02,942500,470327515
" BRENTWOOD",2016-06-03,2054700,472382215
" BRENTWOOD",2016-06-06,1126309,473508524
" BRENTWOOD",2016-06-07,365499,473874023
" BRENTWOOD",2016-06-08,620700,474494723
" BRENTWOOD",2016-06-09,413000,474907723
" BRENTWOOD",2016-06-10,181000,475088723
" BRENTWOOD",2016-06-13,286940,475375663
" BRENTWOOD",2016-06-14,808900,476184563
" BRENTWOOD",2016-06-15,1976240,478160803
" BRENTWOOD",2016-06-16,275000,478435803
" BRENTWOOD",2016-06-17,954600,479390403
" BRENTWOOD",2016-06-20,325000,479715403
" BRENTWOOD",2016-06-22,300000,480015403
" BRENTWOOD",2016-06-23,1634849,481650252
" BRENTWOOD",2016-06-24,1453575,483103827
" BRENTWOOD",2016-06-27,290500,483394327
" BRENTWOOD",2016-06-28,1315000,484709327
" BRENTWOOD",2016-06-29,420600,485129927
" BRENTWOOD",2016-06-30,2689309,487819236
" BRENTWOOD",2016-07-01,428400,488247636
" BRENTWOOD",2016-07-05,266000,488513636
" BRENTWOOD",2016-07-06,985000,489498636
" BRENTWOOD",2016-07-07,355000,489853636
" BRENTWOOD",2016-07-08,384900,490238536
" BRENTWOOD",2016-07-11,620000,490858536
" BRENTWOOD",2016-07-12,387000,491245536
" BRENTWOOD",2016-07-14,657900,491903436
" BRENTWOOD",2016-07-15,1350950,493254386
" BRENTWOOD",2016-07-18,609900,493864286
" BRENTWOOD",2016-07-19,290000,494154286
" BRENTWOOD",2016-07-21,279000,494433286
" BRENTWOOD",2016-07-25,704900,495138186
" BRENTWOOD",2016-07-27,330000,495468186
" BRENTWOOD",2016-08-01,1138500,496606686
" BRENTWOOD",2016-08-02,739945,497346631
" BRENTWOOD",2016-08-03,247500,497594131
" BRENTWOOD",2016-08-04,825500,498419631
" BRENTWOOD",2016-08-05,1054900,499474531
" BRENTWOOD",2016-08-08,1399900,500874431
" BRENTWOOD",2016-08-09,814500,501688931
" BRENTWOOD",2016-08-10,351000,502039931
" BRENTWOOD",2016-08-11,217000,502256931
" BRENTWOOD",2016-08-12,863000,503119931
" BRENTWOOD",2016-08-15,286000,503405931
" BRENTWOOD",2016-08-16,365000,503770931
" BRENTWOOD",2016-08-17,134000,503904931
" BRENTWOOD",2016-08-18,2247285,506152216
" BRENTWOOD",2016-08-19,471000,506623216
" BRENTWOOD",2016-08-22,250000,506873216
" BRENTWOOD",2016-08-24,349900,507223116
" BRENTWOOD",2016-08-29,399994,507623110
" BRENTWOOD",2016-08-30,275000,507898110
" BRENTWOOD",2016-08-31,683000,508581110
" BRENTWOOD",2016-09-01,510000,509091110
" BRENTWOOD",2016-09-02,375000,509466110
" BRENTWOOD",2016-09-07,431000,509897110
" BRENTWOOD",2016-09-08,1836000,511733110
" BRENTWOOD",2016-09-09,1722500,513455610
" BRENTWOOD",2016-09-12,1041000,514496610
" BRENTWOOD",2016-09-13,285000,514781610
" BRENTWOOD",2016-09-14,360000,515141610
" BRENTWOOD",2016-09-15,2478900,517620510
" BRENTWOOD",2016-09-16,1303000,518923510
" BRENTWOOD",2016-09-19,209000,519132510
" BRENTWOOD",2016-09-20,825500,519958010
" BRENTWOOD",2016-09-21,305400,520263410
" BRENTWOOD",2016-09-23,695000,520958410
" BRENTWOOD",2016-09-27,990900,521949310
" BRENTWOOD",2016-09-28,857760,522807070
" BRENTWOOD",2016-09-29,639900,523446970
" BRENTWOOD",2016-09-30,900000,524346970
" BRENTWOOD",2016-10-03,290800,524637770
" BRENTWOOD",2016-10-05,439900,525077670
" BRENTWOOD",2016-10-07,206500,525284170
" BRENTWOOD",2016-10-14,1182000,526466170
" BRENTWOOD",2016-10-17,205000,526671170
" BRENTWOOD",2016-10-18,440000,527111170
" BRENTWOOD",2016-10-21,285000,527396170
" BRENTWOOD",2016-10-25,360000,527756170
" BRENTWOOD",2016-10-26,586500,528342670
" BRENTWOOD",2016-10-28,1035000,529377670
" BRENTWOOD",2016-10-31,212000,529589670
" FRANKLIN",2013-07-31,150000,150000
" GOODLETTSVILLE",2013-01-11,165000,165000
" GOODLETTSVILLE",2013-02-08,129900,294900
" GOODLETTSVILLE",2013-02-19,115000,409900
" GOODLETTSVILLE",2013-02-25,389000,798900
" GOODLETTSVILLE",2013-03-04,165000,963900
" GOODLETTSVILLE",2013-03-12,167900,1131800
" GOODLETTSVILLE",2013-03-15,160000,1291800
" GOODLETTSVILLE",2013-03-19,106800,1398600
" GOODLETTSVILLE",2013-03-22,123000,1521600
" GOODLETTSVILLE",2013-03-25,20000,1541600
" GOODLETTSVILLE",2013-03-26,155000,1696600
" GOODLETTSVILLE",2013-04-05,399000,2095600
" GOODLETTSVILLE",2013-04-08,115000,2210600
" GOODLETTSVILLE",2013-04-09,240000,2450600
" GOODLETTSVILLE",2013-04-12,20000,2470600
" GOODLETTSVILLE",2013-04-15,186900,2657500
" GOODLETTSVILLE",2013-04-18,152000,2809500
" GOODLETTSVILLE",2013-04-22,164900,2974400
" GOODLETTSVILLE",2013-04-25,139900,3114300
" GOODLETTSVILLE",2013-04-29,317500,3431800
" GOODLETTSVILLE",2013-04-30,590800,4022600
" GOODLETTSVILLE",2013-05-01,162900,4185500
" GOODLETTSVILLE",2013-05-03,209000,4394500
" GOODLETTSVILLE",2013-05-10,250000,4644500
" GOODLETTSVILLE",2013-05-15,180000,4824500
" GOODLETTSVILLE",2013-05-23,120000,4944500
" GOODLETTSVILLE",2013-05-30,156000,5100500
" GOODLETTSVILLE",2013-05-31,264900,5365400
" GOODLETTSVILLE",2013-06-03,149900,5515300
" GOODLETTSVILLE",2013-06-04,160000,5675300
" GOODLETTSVILLE",2013-06-06,149000,5824300
" GOODLETTSVILLE",2013-06-07,317400,6141700
" GOODLETTSVILLE",2013-06-14,184942,6326642
" GOODLETTSVILLE",2013-06-17,172000,6498642
" GOODLETTSVILLE",2013-06-24,408900,6907542
" GOODLETTSVILLE",2013-06-25,169900,7077442
" GOODLETTSVILLE",2013-06-26,120000,7197442
" GOODLETTSVILLE",2013-06-27,125000,7322442
" GOODLETTSVILLE",2013-06-28,1054500,8376942
" GOODLETTSVILLE",2013-07-03,298500,8675442
" GOODLETTSVILLE",2013-07-08,192500,8867942
" GOODLETTSVILLE",2013-07-18,231000,9098942
" GOODLETTSVILLE",2013-07-19,140000,9238942
" GOODLETTSVILLE",2013-07-22,186500,9425442
" GOODLETTSVILLE",2013-07-25,203900,9629342
" GOODLETTSVILLE",2013-07-26,234900,9864242
" GOODLETTSVILLE",2013-07-29,165000,10029242
" GOODLETTSVILLE",2013-07-31,251000,10280242
" GOODLETTSVILLE",2013-08-06,203000,10483242
" GOODLETTSVILLE",2013-08-07,137500,10620742
" GOODLETTSVILLE",2013-08-12,142500,10763242
" GOODLETTSVILLE",2013-08-13,100500,10863742
" GOODLETTSVILLE",2013-08-15,160000,11023742
" GOODLETTSVILLE",2013-08-16,83000,11106742
" GOODLETTSVILLE",2013-08-20,123500,11230242
" GOODLETTSVILLE",2013-08-21,239000,11469242
" GOODLETTSVILLE",2013-08-22,135000,11604242
" GOODLETTSVILLE",2013-08-23,404400,12008642
" GOODLETTSVILLE",2013-08-30,460900,12469542
" GOODLETTSVILLE",2013-09-05,230000,12699542
" GOODLETTSVILLE",2013-09-06,170000,12869542
" GOODLETTSVILLE",2013-09-16,101900,12971442
" GOODLETTSVILLE",2013-09-18,189000,13160442
" GOODLETTSVILLE",2013-09-20,164800,13325242
" GOODLETTSVILLE",2013-09-27,112000,13437242
" GOODLETTSVILLE",2013-10-09,148000,13585242
" GOODLETTSVILLE",2013-10-11,574900,14160142
" GOODLETTSVILLE",2013-10-15,287000,14447142
" GOODLETTSVILLE",2013-10-18,181000,14628142
" GOODLETTSVILLE",2013-10-21,172400,14800542
" GOODLETTSVILLE",2013-10-23,290000,15090542
" GOODLETTSVILLE",2013-10-24,100000,15190542
" GOODLETTSVILLE",2013-10-25,317900,15508442
" GOODLETTSVILLE",2013-10-31,153000,15661442
" GOODLETTSVILLE",2013-11-04,88000,15749442
" GOODLETTSVILLE",2013-11-08,148000,15897442
" GOODLETTSVILLE",2013-11-12,267900,16165342
" GOODLETTSVILLE",2013-11-13,154000,16319342
" GOODLETTSVILLE",2013-11-22,208900,16528242
" GOODLETTSVILLE",2013-11-27,93000,16621242
" GOODLETTSVILLE",2013-12-06,317000,16938242
" GOODLETTSVILLE",2013-12-10,163000,17101242
" GOODLETTSVILLE",2013-12-12,585000,17686242
" GOODLETTSVILLE",2013-12-18,144500,17830742
" GOODLETTSVILLE",2013-12-31,272000,18102742
" GOODLETTSVILLE",2014-01-03,213000,18315742
" GOODLETTSVILLE",2014-01-14,142000,18457742
" GOODLETTSVILLE",2014-01-15,112000,18569742
" GOODLETTSVILLE",2014-01-17,87500,18657242
" GOODLETTSVILLE",2014-01-21,43000,18700242
" GOODLETTSVILLE",2014-01-27,165000,18865242
" GOODLETTSVILLE",2014-01-29,198000,19063242
" GOODLETTSVILLE",2014-01-30,173500,19236742
" GOODLETTSVILLE",2014-01-31,295500,19532242
" GOODLETTSVILLE",2014-02-05,123000,19655242
" GOODLETTSVILLE",2014-02-07,152500,19807742
" GOODLETTSVILLE",2014-02-10,132900,19940642
" GOODLETTSVILLE",2014-02-14,281000,20221642
" GOODLETTSVILLE",2014-02-18,194900,20416542
" GOODLETTSVILLE",2014-02-24,212500,20629042
" GOODLETTSVILLE",2014-02-26,40000,20669042
" GOODLETTSVILLE",2014-02-28,154000,20823042
" GOODLETTSVILLE",2014-03-04,150000,20973042
" GOODLETTSVILLE",2014-03-07,155000,21128042
" GOODLETTSVILLE",2014-03-13,150000,21278042
" GOODLETTSVILLE",2014-03-14,342900,21620942
" GOODLETTSVILLE",2014-03-18,359900,21980842
" GOODLETTSVILLE",2014-03-21,119000,22099842
" GOODLETTSVILLE",2014-03-28,188000,22287842
" GOODLETTSVILLE",2014-03-31,534950,22822792
" GOODLETTSVILLE",2014-04-04,275000,23097792
" GOODLETTSVILLE",2014-04-10,243000,23340792
" GOODLETTSVILLE",2014-04-11,158000,23498792
" GOODLETTSVILLE",2014-04-15,120000,23618792
" GOODLETTSVILLE",2014-04-17,175000,23793792
" GOODLETTSVILLE",2014-04-25,184000,23977792
" GOODLETTSVILLE",2014-04-29,317400,24295192
" GOODLETTSVILLE",2014-05-02,158000,24453192
" GOODLETTSVILLE",2014-05-09,159500,24612692
" GOODLETTSVILLE",2014-05-14,205900,24818592
" GOODLETTSVILLE",2014-05-15,297900,25116492
" GOODLETTSVILLE",2014-05-21,177400,25293892
" GOODLETTSVILLE",2014-05-22,128200,25422092
" GOODLETTSVILLE",2014-05-23,185000,25607092
" GOODLETTSVILLE",2014-06-05,176811,25783903
" GOODLETTSVILLE",2014-06-06,117000,25900903
" GOODLETTSVILLE",2014-06-09,210000,26110903
" GOODLETTSVILLE",2014-06-10,366000,26476903
" GOODLETTSVILLE",2014-06-13,117000,26593903
" GOODLETTSVILLE",2014-06-18,108000,26701903
" GOODLETTSVILLE",2014-06-20,383500,27085403
" GOODLETTSVILLE",2014-06-24,349400,27434803
" GOODLETTSVILLE",2014-06-27,545800,27980603
" GOODLETTSVILLE",2014-06-30,954850,28935453
" GOODLETTSVILLE",2014-07-02,163500,29098953
" GOODLETTSVILLE",2014-07-03,318000,29416953
" GOODLETTSVILLE",2014-07-15,85900,29502853
" GOODLETTSVILLE",2014-07-16,267000,29769853
" GOODLETTSVILLE",2014-07-18,112000,29881853
" GOODLETTSVILLE",2014-07-23,81000,29962853
" GOODLETTSVILLE",2014-07-24,74900,30037753
" GOODLETTSVILLE",2014-07-29,306000,30343753
" GOODLETTSVILLE",2014-07-30,393900,30737653
" GOODLETTSVILLE",2014-07-31,373900,31111553
" GOODLETTSVILLE",2014-08-01,529500,31641053
" GOODLETTSVILLE",2014-08-15,124500,31765553
" GOODLETTSVILLE",2014-08-19,148000,31913553
" GOODLETTSVILLE",2014-08-21,127000,32040553
" GOODLETTSVILLE",2014-08-26,167000,32207553
" GOODLETTSVILLE",2014-08-27,145900,32353453
" GOODLETTSVILLE",2014-08-28,351000,32704453
" GOODLETTSVILLE",2014-08-29,623000,33327453
" GOODLETTSVILLE",2014-09-02,147000,33474453
" GOODLETTSVILLE",2014-09-05,264900,33739353
" GOODLETTSVILLE",2014-09-08,111000,33850353
" GOODLETTSVILLE",2014-09-10,110000,33960353
" GOODLETTSVILLE",2014-09-16,127000,34087353
" GOODLETTSVILLE",2014-09-18,105000,34192353
" GOODLETTSVILLE",2014-09-19,114000,34306353
" GOODLETTSVILLE",2014-09-24,290000,34596353
" GOODLETTSVILLE",2014-09-26,326000,34922353
" GOODLETTSVILLE",2014-09-29,197500,35119853
" GOODLETTSVILLE",2014-09-30,434900,35554753
" GOODLETTSVILLE",2014-10-03,613700,36168453
" GOODLETTSVILLE",2014-10-10,353000,36521453
" GOODLETTSVILLE",2014-10-14,25000,36546453
" GOODLETTSVILLE",2014-10-17,230000,36776453
" GOODLETTSVILLE",2014-10-21,330000,37106453
" GOODLETTSVILLE",2014-10-23,164000,37270453
" GOODLETTSVILLE",2014-10-24,359900,37630353
" GOODLETTSVILLE",2014-10-27,314600,37944953
" GOODLETTSVILLE",2014-10-28,179900,38124853
" GOODLETTSVILLE",2014-10-30,281000,38405853
" GOODLETTSVILLE",2014-10-31,379100,38784953
" GOODLETTSVILLE",2014-11-05,143900,38928853
" GOODLETTSVILLE",2014-11-06,107000,39035853
" GOODLETTSVILLE",2014-11-07,116000,39151853
" GOODLETTSVILLE",2014-11-12,141900,39293753
" GOODLETTSVILLE",2014-11-14,149900,39443653
" GOODLETTSVILLE",2014-11-17,121500,39565153
" GOODLETTSVILLE",2014-11-18,96400,39661553
" GOODLETTSVILLE",2014-11-25,110000,39771553
" GOODLETTSVILLE",2014-12-01,109000,39880553
" GOODLETTSVILLE",2014-12-02,134900,40015453
" GOODLETTSVILLE",2014-12-03,85000,40100453
" GOODLETTSVILLE",2014-12-04,224900,40325353
" GOODLETTSVILLE",2014-12-05,379020,40704373
" GOODLETTSVILLE",2014-12-08,155000,40859373
" GOODLETTSVILLE",2014-12-11,482800,41342173
" GOODLETTSVILLE",2014-12-12,434000,41776173
" GOODLETTSVILLE",2014-12-15,280500,42056673
" GOODLETTSVILLE",2014-12-16,133000,42189673
" GOODLETTSVILLE",2014-12-17,179999,42369672
" GOODLETTSVILLE",2014-12-18,158500,42528172
" GOODLETTSVILLE",2014-12-19,148000,42676172
" GOODLETTSVILLE",2014-12-30,215000,42891172
" GOODLETTSVILLE",2014-12-31,261650,43152822
" GOODLETTSVILLE",2015-01-05,112444,43265266
" GOODLETTSVILLE",2015-01-09,244000,43509266
" GOODLETTSVILLE",2015-01-13,293000,43802266
" GOODLETTSVILLE",2015-01-15,135000,43937266
" GOODLETTSVILLE",2015-01-16,342000,44279266
" GOODLETTSVILLE",2015-01-23,117000,44396266
" GOODLETTSVILLE",2015-01-26,162500,44558766
" GOODLETTSVILLE",2015-01-30,255000,44813766
" GOODLETTSVILLE",2015-02-09,80000,44893766
" GOODLETTSVILLE",2015-02-10,450700,45344466
" GOODLETTSVILLE",2015-03-02,110000,45454466
" GOODLETTSVILLE",2015-03-09,381000,45835466
" GOODLETTSVILLE",2015-03-13,1059900,46895366
" GOODLETTSVILLE",2015-03-23,155000,47050366
" GOODLETTSVILLE",2015-03-31,315800,47366166
" GOODLETTSVILLE",2015-04-09,134000,47500166
" GOODLETTSVILLE",2015-04-14,425000,47925166
" GOODLETTSVILLE",2015-04-15,153000,48078166
" GOODLETTSVILLE",2015-04-17,159000,48237166
" GOODLETTSVILLE",2015-04-22,174000,48411166
" GOODLETTSVILLE",2015-04-23,279500,48690666
" GOODLETTSVILLE",2015-04-27,64000,48754666
" GOODLETTSVILLE",2015-04-28,155000,48909666
" GOODLETTSVILLE",2015-04-29,81000,48990666
" GOODLETTSVILLE",2015-04-30,162500,49153166
" GOODLETTSVILLE",2015-05-01,104491000,153644166
" GOODLETTSVILLE",2015-05-05,413900,154058066
" GOODLETTSVILLE",2015-05-08,374298,154432364
" GOODLETTSVILLE",2015-05-15,428900,154861264
" GOODLETTSVILLE",2015-05-20,152400,155013664
" GOODLETTSVILLE",2015-05-21,172900,155186564
" GOODLETTSVILLE",2015-05-22,150000,155336564
" GOODLETTSVILLE",2015-05-26,120000,155456564
" GOODLETTSVILLE",2015-05-27,43000,155499564
" GOODLETTSVILLE",2015-05-28,333800,155833364
" GOODLETTSVILLE",2015-05-29,600000,156433364
" GOODLETTSVILLE",2015-06-01,133000,156566364
" GOODLETTSVILLE",2015-06-04,150000,156716364
" GOODLETTSVILLE",2015-06-05,403000,157119364
" GOODLETTSVILLE",2015-06-09,173000,157292364
" GOODLETTSVILLE",2015-06-12,394500,157686864
" GOODLETTSVILLE",2015-06-18,179900,157866764
" GOODLETTSVILLE",2015-06-25,669000,158535764
" GOODLETTSVILLE",2015-06-26,127000,158662764
" GOODLETTSVILLE",2015-06-30,440900,159103664
" GOODLETTSVILLE",2015-07-02,295000,159398664
" GOODLETTSVILLE",2015-07-06,260000,159658664
" GOODLETTSVILLE",2015-07-10,529000,160187664
" GOODLETTSVILLE",2015-07-13,190000,160377664
" GOODLETTSVILLE",2015-07-15,303967,160681631
" GOODLETTSVILLE",2015-07-17,385750,161067381
" GOODLETTSVILLE",2015-07-20,355900,161423281
" GOODLETTSVILLE",2015-07-24,174900,161598181
" GOODLETTSVILLE",2015-07-27,139900,161738081
" GOODLETTSVILLE",2015-07-28,182000,161920081
" GOODLETTSVILLE",2015-07-31,537500,162457581
" GOODLETTSVILLE",2015-08-03,195000,162652581
" GOODLETTSVILLE",2015-08-07,347000,162999581
" GOODLETTSVILLE",2015-08-10,155000,163154581
" GOODLETTSVILLE",2015-08-14,627400,163781981
" GOODLETTSVILLE",2015-08-25,174900,163956881
" GOODLETTSVILLE",2015-08-26,127000,164083881
" GOODLETTSVILLE",2015-08-27,271000,164354881
" GOODLETTSVILLE",2015-08-28,675900,165030781
" GOODLETTSVILLE",2015-08-31,193500,165224281
" GOODLETTSVILLE",2015-09-09,190000,165414281
" GOODLETTSVILLE",2015-09-11,216000,165630281
" GOODLETTSVILLE",2015-09-14,108750,165739031
" GOODLETTSVILLE",2015-09-17,518000,166257031
" GOODLETTSVILLE",2015-09-18,310000,166567031
" GOODLETTSVILLE",2015-09-21,124000,166691031
" GOODLETTSVILLE",2015-09-22,146000,166837031
" GOODLETTSVILLE",2015-09-23,144000,166981031
" GOODLETTSVILLE",2015-09-24,160000,167141031
" GOODLETTSVILLE",2015-09-25,277000,167418031
" GOODLETTSVILLE",2015-09-30,524341,167942372
" GOODLETTSVILLE",2015-10-05,142000,168084372
" GOODLETTSVILLE",2015-10-09,585000,168669372
" GOODLETTSVILLE",2015-10-13,325000,168994372
" GOODLETTSVILLE",2015-10-14,248250,169242622
" GOODLETTSVILLE",2015-10-15,167000,169409622
" GOODLETTSVILLE",2015-10-16,110000,169519622
" GOODLETTSVILLE",2015-10-21,479300,169998922
" GOODLETTSVILLE",2015-10-26,461500,170460422
" GOODLETTSVILLE",2015-10-28,95000,170555422
" GOODLETTSVILLE",2015-11-05,66800,170622222
" GOODLETTSVILLE",2015-11-06,189900,170812122
" GOODLETTSVILLE",2015-11-10,127500,170939622
" GOODLETTSVILLE",2015-11-13,335000,171274622
" GOODLETTSVILLE",2015-11-20,196000,171470622
" GOODLETTSVILLE",2015-11-24,293000,171763622
" GOODLETTSVILLE",2015-11-27,145000,171908622
" GOODLETTSVILLE",2015-11-30,287500,172196122
" GOODLETTSVILLE",2015-12-03,450000,172646122
" GOODLETTSVILLE",2015-12-04,278650,172924772
" GOODLETTSVILLE",2015-12-09,356000,173280772
" GOODLETTSVILLE",2015-12-11,232944,173513716
" GOODLETTSVILLE",2015-12-22,274000,173787716
" GOODLETTSVILLE",2015-12-30,415000,174202716
" GOODLETTSVILLE",2016-01-06,7897500,182100216
" GOODLETTSVILLE",2016-01-11,306000,182406216
" GOODLETTSVILLE",2016-01-14,120000,182526216
" GOODLETTSVILLE",2016-01-15,135000,182661216
" GOODLETTSVILLE",2016-01-18,145000,182806216
" GOODLETTSVILLE",2016-01-22,220000,183026216
" GOODLETTSVILLE",2016-01-26,585000,183611216
" GOODLETTSVILLE",2016-01-28,220000,183831216
" GOODLETTSVILLE",2016-01-29,415500,184246716
" GOODLETTSVILLE",2016-02-01,240000,184486716
" GOODLETTSVILLE",2016-02-08,160000,184646716
" GOODLETTSVILLE",2016-02-10,168500,184815216
" GOODLETTSVILLE",2016-02-12,267400,185082616
" GOODLETTSVILLE",2016-02-17,180000,185262616
" GOODLETTSVILLE",2016-02-19,160200,185422816
" GOODLETTSVILLE",2016-02-25,207000,185629816
" GOODLETTSVILLE",2016-03-02,189000,185818816
" GOODLETTSVILLE",2016-03-03,171500,185990316
" GOODLETTSVILLE",2016-03-04,329500,186319816
" GOODLETTSVILLE",2016-03-07,165000,186484816
" GOODLETTSVILLE",2016-03-08,190000,186674816
" GOODLETTSVILLE",2016-03-11,276500,186951316
" GOODLETTSVILLE",2016-03-14,115000,187066316
" GOODLETTSVILLE",2016-03-18,130000,187196316
" GOODLETTSVILLE",2016-03-22,159000,187355316
