P_City,SaleDate,TotalSales,Cum_Sales
" HERMITAGE",2016-03-08,100000,486550906
" HERMITAGE",2016-03-09,777500,487328406
" HERMITAGE",2016-03-10,259110,487587516
" HERMITAGE",2016-03-11,1353526,488941042
" HERMITAGE",2016-03-12,100000,489041042
" HERMITAGE",2016-03-14,585500,489626542
" HERMITAGE",2016-03-15,651300,490277842
" HERMITAGE",2016-03-16,953625,491231467
" HERMITAGE",2016-03-17,1084185,492315652
" HERMITAGE",2016-03-18,1056591,493372243
" HERMITAGE",2016-03-21,843720,494215963
" HERMITAGE",2016-03-22,461000,494676963
" HERMITAGE",2016-03-23,216000,494892963
" HERMITAGE",2016-03-24,1160487,496053450
" HERMITAGE",2016-03-25,920343,496973793
" HERMITAGE",2016-03-28,1851400,498825193
" HERMITAGE",2016-03-29,1506126,500331319
" HERMITAGE",2016-03-30,3489156,503820475
" HERMITAGE",2016-03-31,3318990,507139465
" HERMITAGE",2016-04-01,1709415,508848880
" HERMITAGE",2016-04-04,220000,509068880
" HERMITAGE",2016-04-05,197000,509265880
" HERMITAGE",2016-04-07,611315,509877195
" HERMITAGE",2016-04-08,993200,510870395
" HERMITAGE",2016-04-10,372900,511243295
" HERMITAGE",2016-04-11,205000,511448295
" HERMITAGE",2016-04-12,292918,511741213
" HERMITAGE",2016-04-13,105000,511846213
" HERMITAGE",2016-04-14,415000,512261213
" HERMITAGE",2016-04-15,1945700,514206913
" HERMITAGE",2016-04-18,1013020,515219933
" HERMITAGE",2016-04-20,825000,516044933
" HERMITAGE",2016-04-21,173900,516218833
" HERMITAGE",2016-04-22,1569093,517787926
" HERMITAGE",2016-04-25,745500,518533426
" HERMITAGE",2016-04-26,246000,518779426
" HERMITAGE",2016-04-27,765970,519545396
" HERMITAGE",2016-04-28,1077900,520623296
" HERMITAGE",2016-04-29,3917001,524540297
" HERMITAGE",2016-05-02,873797,525414094
" HERMITAGE",2016-05-03,473000,525887094
" HERMITAGE",2016-05-04,177247,526064341
" HERMITAGE",2016-05-05,150000,526214341
" HERMITAGE",2016-05-06,1502114,527716455
" HERMITAGE",2016-05-09,1264706,528981161
" HERMITAGE",2016-05-10,611600,529592761
" HERMITAGE",2016-05-11,292500,529885261
" HERMITAGE",2016-05-12,1546200,531431461
" HERMITAGE",2016-05-13,1302339,532733800
" HERMITAGE",2016-05-16,716400,533450200
" HERMITAGE",2016-05-17,498000,533948200
" HERMITAGE",2016-05-18,479641,534427841
" HERMITAGE",2016-05-19,1097600,535525441
" HERMITAGE",2016-05-20,1923786,537449227
" HERMITAGE",2016-05-23,1155400,538604627
" HERMITAGE",2016-05-24,349000,538953627
" HERMITAGE",2016-05-25,1298061,540251688
" HERMITAGE",2016-05-26,874900,541126588
" HERMITAGE",2016-05-27,2075700,543202288
" HERMITAGE",2016-05-31,2222475,545424763
" HERMITAGE",2016-06-01,767400,546192163
" HERMITAGE",2016-06-02,640000,546832163
" HERMITAGE",2016-06-03,1399690,548231853
" HERMITAGE",2016-06-06,217000,548448853
" HERMITAGE",2016-06-07,282069,548730922
" HERMITAGE",2016-06-08,920000,549650922
" HERMITAGE",2016-06-09,313100,549964022
" HERMITAGE",2016-06-10,1348648,551312670
" HERMITAGE",2016-06-13,742635,552055305
" HERMITAGE",2016-06-14,583000,552638305
" HERMITAGE",2016-06-15,606071,553244376
" HERMITAGE",2016-06-16,239500,553483876
" HERMITAGE",2016-06-17,1084900,554568776
" HERMITAGE",2016-06-20,462000,555030776
" HERMITAGE",2016-06-21,613000,555643776
" HERMITAGE",2016-06-22,1044900,556688676
" HERMITAGE",2016-06-23,965300,557653976
" HERMITAGE",2016-06-24,371550,558025526
" HERMITAGE",2016-06-27,541600,558567126
" HERMITAGE",2016-06-28,256043,558823169
" HERMITAGE",2016-06-29,1492900,560316069
" HERMITAGE",2016-06-30,3043253,563359322
" HERMITAGE",2016-07-01,379000,563738322
" HERMITAGE",2016-07-05,293000,564031322
" HERMITAGE",2016-07-06,1305900,565337222
" HERMITAGE",2016-07-07,621900,565959122
" HERMITAGE",2016-07-08,826900,566786022
" HERMITAGE",2016-07-11,673000,567459022
" HERMITAGE",2016-07-12,768900,568227922
" HERMITAGE",2016-07-13,112000,568339922
" HERMITAGE",2016-07-14,728800,569068722
" HERMITAGE",2016-07-15,524900,569593622
" HERMITAGE",2016-07-16,312000,569905622
" HERMITAGE",2016-07-18,781900,570687522
" HERMITAGE",2016-07-19,354000,571041522
" HERMITAGE",2016-07-20,440346,571481868
" HERMITAGE",2016-07-21,816457,572298325
" HERMITAGE",2016-07-22,602500,572900825
" HERMITAGE",2016-07-25,433000,573333825
" HERMITAGE",2016-08-01,514000,573847825
" HERMITAGE",2016-08-02,81910,573929735
" HERMITAGE",2016-08-03,286000,574215735
" HERMITAGE",2016-08-04,110000,574325735
" HERMITAGE",2016-08-05,1124900,575450635
" HERMITAGE",2016-08-08,555900,576006535
" HERMITAGE",2016-08-09,607400,576613935
" HERMITAGE",2016-08-10,1074900,577688835
" HERMITAGE",2016-08-11,259800,577948635
" HERMITAGE",2016-08-12,1191219,579139854
" HERMITAGE",2016-08-15,1739855,580879709
" HERMITAGE",2016-08-16,366000,581245709
" HERMITAGE",2016-08-17,619000,581864709
" HERMITAGE",2016-08-18,773000,582637709
" HERMITAGE",2016-08-19,373500,583011209
" HERMITAGE",2016-08-22,945000,583956209
" HERMITAGE",2016-08-23,330000,584286209
" HERMITAGE",2016-08-24,678000,584964209
" HERMITAGE",2016-08-25,622913,585587122
" HERMITAGE",2016-08-26,3120796,588707918
" HERMITAGE",2016-08-29,426900,589134818
" HERMITAGE",2016-08-30,175000,589309818
" HERMITAGE",2016-08-31,2069000,591378818
" HERMITAGE",2016-09-01,1764900,593143718
" HERMITAGE",2016-09-02,99000,593242718
" HERMITAGE",2016-09-06,417082,593659800
" HERMITAGE",2016-09-07,300593,593960393
" HERMITAGE",2016-09-08,1361912,595322305
" HERMITAGE",2016-09-09,1686932,597009237
" HERMITAGE",2016-09-12,957400,597966637
" HERMITAGE",2016-09-13,639000,598605637
" HERMITAGE",2016-09-14,324500,598930137
" HERMITAGE",2016-09-15,1155000,600085137
" HERMITAGE",2016-09-16,1231210,601316347
" HERMITAGE",2016-09-19,166500,601482847
" HERMITAGE",2016-09-20,934100,602416947
" HERMITAGE",2016-09-21,478000,602894947
" HERMITAGE",2016-09-23,562500,603457447
" HERMITAGE",2016-09-26,819250,604276697
" HERMITAGE",2016-09-27,334900,604611597
" HERMITAGE",2016-09-28,1528300,606139897
" HERMITAGE",2016-09-29,1010942,607150839
" HERMITAGE",2016-09-30,2277400,609428239
" HERMITAGE",2016-10-03,210500,609638739
" HERMITAGE",2016-10-04,878150,610516889
" HERMITAGE",2016-10-05,717937,611234826
" HERMITAGE",2016-10-06,555500,611790326
" HERMITAGE",2016-10-07,2078355,613868681
" HERMITAGE",2016-10-11,821000,614689681
" HERMITAGE",2016-10-12,811820,615501501
" HERMITAGE",2016-10-13,245000,615746501
" HERMITAGE",2016-10-14,2136613,617883114
" HERMITAGE",2016-10-17,235000,618118114
" HERMITAGE",2016-10-18,495000,618613114
" HERMITAGE",2016-10-19,966163,619579277
" HERMITAGE",2016-10-20,617005,620196282
" HERMITAGE",2016-10-21,1941234,622137516
" HERMITAGE",2016-10-24,363779,622501295
" HERMITAGE",2016-10-25,180000,622681295
" HERMITAGE",2016-10-26,229900,622911195
" HERMITAGE",2016-10-27,822800,623733995
" HERMITAGE",2016-10-28,1990738,625724733
" HERMITAGE",2016-10-31,676400,626401133
" JOELTON",2013-05-10,103500,103500
" JOELTON",2013-07-12,119900,223400
" JOELTON",2013-08-20,145000,368400
" JOELTON",2014-08-11,125000,493400
" JOELTON",2015-07-31,184000,677400
" JOELTON",2015-10-01,90000,767400
" JOELTON",2015-10-09,122431,889831
" JOELTON",2016-01-15,160000,1049831
" JOELTON",2016-03-18,169900,1219731
" JOELTON",2016-05-27,160000,1379731
" JOELTON",2016-08-08,195900,1575631
" MADISON",2013-01-02,51200,51200
" MADISON",2013-01-03,89900,141100
" MADISON",2013-01-08,253000,394100
" MADISON",2013-01-09,85000,479100
" MADISON",2013-01-11,311800,790900
" MADISON",2013-01-15,214000,1004900
" MADISON",2013-01-16,250000,1254900
" MADISON",2013-01-23,139900,1394800
" MADISON",2013-01-24,66120,1460920
" MADISON",2013-01-28,79190,1540110
" MADISON",2013-02-05,155000,1695110
" MADISON",2013-02-06,70000,1765110
" MADISON",2013-02-08,122000,1887110
" MADISON",2013-02-11,77000,1964110
" MADISON",2013-02-12,75000,2039110
" MADISON",2013-02-13,107900,2147010
" MADISON",2013-02-14,222000,2369010
" MADISON",2013-02-15,308000,2677010
" MADISON",2013-03-01,86900,2763910
" MADISON",2013-03-08,79500,2843410
" MADISON",2013-03-11,234900,3078310
" MADISON",2013-03-13,346900,3425210
" MADISON",2013-03-15,143500,3568710
" MADISON",2013-03-28,156000,3724710
" MADISON",2013-04-03,60000,3784710
" MADISON",2013-04-04,131900,3916610
" MADISON",2013-04-05,352000,4268610
" MADISON",2013-04-10,204900,4473510
" MADISON",2013-04-11,6000,4479510
" MADISON",2013-04-12,131900,4611410
" MADISON",2013-04-15,131000,4742410
" MADISON",2013-04-16,60000,4802410
" MADISON",2013-04-17,1150000,5952410
" MADISON",2013-04-18,197300,6149710
" MADISON",2013-04-19,320000,6469710
" MADISON",2013-04-22,84900,6554610
" MADISON",2013-04-23,205000,6759610
" MADISON",2013-04-24,95000,6854610
" MADISON",2013-04-25,279900,7134510
" MADISON",2013-04-26,170500,7305010
" MADISON",2013-04-30,473900,7778910
" MADISON",2013-05-06,135000,7913910
" MADISON",2013-05-07,153900,8067810
" MADISON",2013-05-08,222500,8290310
" MADISON",2013-05-13,65200,8355510
" MADISON",2013-05-15,140900,8496410
" MADISON",2013-05-16,130000,8626410
" MADISON",2013-05-20,65000,8691410
" MADISON",2013-05-21,115000,8806410
" MADISON",2013-05-24,230000,9036410
" MADISON",2013-05-28,169900,9206310
" MADISON",2013-05-29,435000,9641310
" MADISON",2013-05-31,666800,10308110
" MADISON",2013-06-03,18000,10326110
" MADISON",2013-06-04,100500,10426610
" MADISON",2013-06-06,101750,10528360
" MADISON",2013-06-07,481500,11009860
" MADISON",2013-06-10,95000,11104860
" MADISON",2013-06-11,80000,11184860
" MADISON",2013-06-12,342000,11526860
" MADISON",2013-06-14,1757500,13284360
" MADISON",2013-06-17,75100,13359460
" MADISON",2013-06-18,658895,14018355
" MADISON",2013-06-20,279000,14297355
" MADISON",2013-06-21,469000,14766355
" MADISON",2013-06-24,139900,14906255
" MADISON",2013-06-25,165900,15072155
" MADISON",2013-06-27,913998,15986153
" MADISON",2013-06-28,595500,16581653
" MADISON",2013-07-01,203500,16785153
" MADISON",2013-07-02,328200,17113353
" MADISON",2013-07-03,105000,17218353
" MADISON",2013-07-05,65000,17283353
" MADISON",2013-07-07,54000,17337353
" MADISON",2013-07-08,98000,17435353
" MADISON",2013-07-11,242000,17677353
" MADISON",2013-07-12,288020,17965373
" MADISON",2013-07-15,167500,18132873
" MADISON",2013-07-16,118200,18251073
" MADISON",2013-07-17,129900,18380973
" MADISON",2013-07-23,354000,18734973
" MADISON",2013-07-24,87500,18822473
" MADISON",2013-07-25,189000,19011473
" MADISON",2013-07-26,213200,19224673
" MADISON",2013-07-29,81000,19305673
" MADISON",2013-07-30,108000,19413673
" MADISON",2013-07-31,441500,19855173
" MADISON",2013-08-02,344846,20200019
" MADISON",2013-08-05,88000,20288019
" MADISON",2013-08-09,220500,20508519
" MADISON",2013-08-12,327900,20836419
" MADISON",2013-08-14,135500,20971919
" MADISON",2013-08-15,68500,21040419
" MADISON",2013-08-16,80000,21120419
" MADISON",2013-08-19,57500,21177919
" MADISON",2013-08-20,313900,21491819
" MADISON",2013-08-21,194900,21686719
" MADISON",2013-08-22,147371,21834090
" MADISON",2013-08-23,534900,22368990
" MADISON",2013-08-26,172000,22540990
" MADISON",2013-08-27,222000,22762990
" MADISON",2013-08-28,78900,22841890
" MADISON",2013-08-29,52000,22893890
" MADISON",2013-08-30,761300,23655190
" MADISON",2013-09-05,337000,23992190
" MADISON",2013-09-06,155000,24147190
" MADISON",2013-09-09,170000,24317190
" MADISON",2013-09-10,64900,24382090
" MADISON",2013-09-12,140000,24522090
" MADISON",2013-09-13,134000,24656090
" MADISON",2013-09-16,135000,24791090
" MADISON",2013-09-18,82500,24873590
" MADISON",2013-09-20,356000,25229590
" MADISON",2013-09-23,150000,25379590
" MADISON",2013-09-24,269000,25648590
" MADISON",2013-09-25,149500,25798090
" MADISON",2013-09-26,302000,26100090
" MADISON",2013-09-30,138500,26238590
" MADISON",2013-10-01,115000,26353590
" MADISON",2013-10-03,394275,26747865
" MADISON",2013-10-04,155000,26902865
" MADISON",2013-10-08,135000,27037865
" MADISON",2013-10-10,330000,27367865
" MADISON",2013-10-11,195000,27562865
" MADISON",2013-10-15,150000,27712865
" MADISON",2013-10-16,245000,27957865
" MADISON",2013-10-17,119900,28077765
" MADISON",2013-10-21,100000,28177765
" MADISON",2013-10-23,121000,28298765
" MADISON",2013-10-24,259000,28557765
" MADISON",2013-10-25,182400,28740165
" MADISON",2013-10-28,380800,29120965
" MADISON",2013-10-29,375900,29496865
" MADISON",2013-10-30,239000,29735865
" MADISON",2013-11-01,310000,30045865
" MADISON",2013-11-04,20500,30066365
" MADISON",2013-11-05,80000,30146365
" MADISON",2013-11-06,174500,30320865
" MADISON",2013-11-08,355000,30675865
" MADISON",2013-11-12,127500,30803365
" MADISON",2013-11-13,191000,30994365
" MADISON",2013-11-14,228882,31223247
" MADISON",2013-11-15,212000,31435247
" MADISON",2013-11-18,105500,31540747
" MADISON",2013-11-19,190000,31730747
" MADISON",2013-11-20,195000,31925747
" MADISON",2013-11-22,72000,31997747
" MADISON",2013-11-25,110000,32107747
" MADISON",2013-11-27,238000,32345747
" MADISON",2013-12-05,99900,32445647
" MADISON",2013-12-06,419901,32865548
" MADISON",2013-12-11,140000,33005548
" MADISON",2013-12-12,143000,33148548
" MADISON",2013-12-13,329040,33477588
" MADISON",2013-12-16,469900,33947488
" MADISON",2013-12-17,61000,34008488
" MADISON",2013-12-18,165000,34173488
" MADISON",2013-12-20,498900,34672388
" MADISON",2013-12-23,216300,34888688
" MADISON",2013-12-26,364400,35253088
" MADISON",2013-12-27,1261605,36514693
" MADISON",2013-12-30,441900,36956593
" MADISON",2013-12-31,282826,37239419
" MADISON",2014-01-02,45000,37284419
" MADISON",2014-01-03,140511,37424930
" MADISON",2014-01-06,28000,37452930
" MADISON",2014-01-09,190000,37642930
" MADISON",2014-01-14,289400,37932330
" MADISON",2014-01-15,84500,38016830
" MADISON",2014-01-27,77500,38094330
" MADISON",2014-01-28,116000,38210330
" MADISON",2014-01-29,273000,38483330
" MADISON",2014-01-31,155000,38638330
" MADISON",2014-02-06,149900,38788230
" MADISON",2014-02-07,52000,38840230
" MADISON",2014-02-11,94500,38934730
" MADISON",2014-02-12,115000,39049730
" MADISON",2014-02-14,15000,39064730
" MADISON",2014-02-17,550000,39614730
" MADISON",2014-02-18,365000,39979730
" MADISON",2014-02-19,138000,40117730
" MADISON",2014-02-21,102500,40220230
" MADISON",2014-02-24,277500,40497730
" MADISON",2014-02-28,461400,40959130
" MADISON",2014-03-03,105500,41064630
" MADISON",2014-03-04,55000,41119630
" MADISON",2014-03-06,18500,41138130
" MADISON",2014-03-07,458508,41596638
" MADISON",2014-03-10,489400,42086038
" MADISON",2014-03-12,175000,42261038
" MADISON",2014-03-13,75000,42336038
" MADISON",2014-03-14,551850,42887888
" MADISON",2014-03-17,100000,42987888
" MADISON",2014-03-18,79950,43067838
" MADISON",2014-03-19,72045,43139883
" MADISON",2014-03-20,87500,43227383
" MADISON",2014-03-21,432000,43659383
" MADISON",2014-03-24,60000,43719383
" MADISON",2014-03-25,181400,43900783
" MADISON",2014-03-26,255000,44155783
" MADISON",2014-03-27,345675,44501458
" MADISON",2014-03-28,359900,44861358
" MADISON",2014-03-31,278900,45140258
" MADISON",2014-04-02,142999,45283257
" MADISON",2014-04-03,145000,45428257
" MADISON",2014-04-04,510000,45938257
" MADISON",2014-04-08,207000,46145257
" MADISON",2014-04-09,65000,46210257
" MADISON",2014-04-11,255000,46465257
" MADISON",2014-04-14,175500,46640757
" MADISON",2014-04-15,156700,46797457
" MADISON",2014-04-16,316900,47114357
" MADISON",2014-04-18,209000,47323357
" MADISON",2014-04-23,103500,47426857
" MADISON",2014-04-24,220000,47646857
" MADISON",2014-04-25,408000,48054857
" MADISON",2014-04-28,55000,48109857
" MADISON",2014-04-30,168400,48278257
" MADISON",2014-05-02,96000,48374257
" MADISON",2014-05-05,165000,48539257
" MADISON",2014-05-06,215000,48754257
" MADISON",2014-05-07,24000,48778257
" MADISON",2014-05-08,154000,48932257
" MADISON",2014-05-09,598400,49530657
" MADISON",2014-05-12,285800,49816457
" MADISON",2014-05-13,138000,49954457
" MADISON",2014-05-14,75000,50029457
" MADISON",2014-05-15,670400,50699857
" MADISON",2014-05-16,105000,50804857
" MADISON",2014-05-19,23000,50827857
" MADISON",2014-05-21,209900,51037757
" MADISON",2014-05-23,675300,51713057
" MADISON",2014-05-27,239000,51952057
" MADISON",2014-05-28,168500,52120557
" MADISON",2014-05-29,332500,52453057
" MADISON",2014-05-30,125500,52578557
" MADISON",2014-06-02,526000,53104557
" MADISON",2014-06-03,164750,53269307
" MADISON",2014-06-05,113000,53382307
" MADISON",2014-06-06,652500,54034807
" MADISON",2014-06-10,95000,54129807
" MADISON",2014-06-11,205000,54334807
" MADISON",2014-06-12,303500,54638307
" MADISON",2014-06-13,356400,54994707
" MADISON",2014-06-14,48000,55042707
" MADISON",2014-06-16,110000,55152707
" MADISON",2014-06-17,191000,55343707
" MADISON",2014-06-18,30000,55373707
" MADISON",2014-06-19,222000,55595707
" MADISON",2014-06-20,187000,55782707
" MADISON",2014-06-23,568500,56351207
" MADISON",2014-06-24,213000,56564207
" MADISON",2014-06-25,96500,56660707
" MADISON",2014-06-26,357000,57017707
" MADISON",2014-06-27,210000,57227707
" MADISON",2014-06-30,282000,57509707
" MADISON",2014-07-02,117500,57627207
" MADISON",2014-07-03,323000,57950207
" MADISON",2014-07-07,262000,58212207
" MADISON",2014-07-09,394000,58606207
" MADISON",2014-07-11,302900,58909107
" MADISON",2014-07-14,560395,59469502
" MADISON",2014-07-15,424500,59894002
" MADISON",2014-07-17,220900,60114902
" MADISON",2014-07-18,117200,60232102
" MADISON",2014-07-21,542400,60774502
" MADISON",2014-07-22,595000,61369502
" MADISON",2014-07-24,359400,61728902
" MADISON",2014-07-25,403000,62131902
" MADISON",2014-07-30,150000,62281902
" MADISON",2014-07-31,592900,62874802
" MADISON",2014-08-01,160000,63034802
" MADISON",2014-08-04,245000,63279802
" MADISON",2014-08-06,290000,63569802
" MADISON",2014-08-08,633500,64203302
" MADISON",2014-08-11,261800,64465102
" MADISON",2014-08-12,333500,64798602
" MADISON",2014-08-13,450000,65248602
" MADISON",2014-08-14,311500,65560102
" MADISON",2014-08-15,865000,66425102
" MADISON",2014-08-20,190000,66615102
" MADISON",2014-08-21,425900,67041002
" MADISON",2014-08-22,142900,67183902
" MADISON",2014-08-25,160000,67343902
" MADISON",2014-08-26,185000,67528902
" MADISON",2014-08-27,152000,67680902
" MADISON",2014-08-28,107777,67788679
" MADISON",2014-08-29,1243050,69031729
" MADISON",2014-09-02,355000,69386729
" MADISON",2014-09-04,124000,69510729
" MADISON",2014-09-05,339990,69850719
" MADISON",2014-09-08,83600,69934319
" MADISON",2014-09-09,385000,70319319
" MADISON",2014-09-10,110900,70430219
" MADISON",2014-09-12,247000,70677219
" MADISON",2014-09-15,250000,70927219
" MADISON",2014-09-16,232000,71159219
" MADISON",2014-09-17,150000,71309219
" MADISON",2014-09-18,128900,71438119
" MADISON",2014-09-19,413000,71851119
" MADISON",2014-09-22,89900,71941019
" MADISON",2014-09-23,86000,72027019
" MADISON",2014-09-24,309900,72336919
" MADISON",2014-09-25,320000,72656919
" MADISON",2014-09-26,320500,72977419
" MADISON",2014-09-30,592300,73569719
" MADISON",2014-10-01,259900,73829619
" MADISON",2014-10-02,112000,73941619
" MADISON",2014-10-03,125000,74066619
" MADISON",2014-10-08,645000,74711619
" MADISON",2014-10-09,165000,74876619
" MADISON",2014-10-10,706300,75582919
" MADISON",2014-10-14,324900,75907819
" MADISON",2014-10-15,294900,76202719
" MADISON",2014-10-16,103500,76306219
" MADISON",2014-10-17,162500,76468719
" MADISON",2014-10-20,450000,76918719
" MADISON",2014-10-21,118000,77036719
" MADISON",2014-10-22,140000,77176719
" MADISON",2014-10-23,130000,77306719
" MADISON",2014-10-24,623245,77929964
" MADISON",2014-10-27,151000,78080964
" MADISON",2014-10-28,178500,78259464
" MADISON",2014-10-29,45000,78304464
" MADISON",2014-10-30,1149700,79454164
" MADISON",2014-10-31,340500,79794664
" MADISON",2014-11-03,358900,80153564
" MADISON",2014-11-05,102900,80256464
" MADISON",2014-11-06,237000,80493464
" MADISON",2014-11-07,99900,80593364
" MADISON",2014-11-12,145000,80738364
" MADISON",2014-11-13,98500,80836864
" MADISON",2014-11-14,670000,81506864
" MADISON",2014-11-17,381000,81887864
" MADISON",2014-11-18,303405,82191269
" MADISON",2014-11-19,129900,82321169
" MADISON",2014-11-20,189900,82511069
" MADISON",2014-11-24,109900,82620969
" MADISON",2014-11-25,261000,82881969
" MADISON",2014-11-26,183000,83064969
" MADISON",2014-12-01,107500,83172469
" MADISON",2014-12-02,13644,83186113
" MADISON",2014-12-03,112000,83298113
" MADISON",2014-12-05,526500,83824613
" MADISON",2014-12-08,111000,83935613
" MADISON",2014-12-09,95500,84031113
" MADISON",2014-12-10,137000,84168113
" MADISON",2014-12-11,373400,84541513
" MADISON",2014-12-12,17441900,101983413
" MADISON",2014-12-15,411000,102394413
" MADISON",2014-12-16,243000,102637413
" MADISON",2014-12-18,119000,102756413
" MADISON",2014-12-19,335000,103091413
" MADISON",2014-12-22,501500,103592913
" MADISON",2014-12-23,355490,103948403
" MADISON",2014-12-29,282500,104230903
" MADISON",2014-12-30,320000,104550903
" MADISON",2015-01-05,413900,104964803
" MADISON",2015-01-06,310000,105274803
" MADISON",2015-01-07,458500,105733303
" MADISON",2015-01-08,145900,105879203
" MADISON",2015-01-09,218000,106097203
" MADISON",2015-01-12,149000,106246203
" MADISON",2015-01-14,81000,106327203
" MADISON",2015-01-16,558500,106885703
" MADISON",2015-01-20,136000,107021703
" MADISON",2015-01-21,91300,107113003
" MADISON",2015-01-22,53000,107166003
" MADISON",2015-01-23,469000,107635003
" MADISON",2015-01-26,28000,107663003
" MADISON",2015-01-28,451508,108114511
" MADISON",2015-01-29,805300,108919811
" MADISON",2015-01-30,284255,109204066
" MADISON",2015-02-02,425000,109629066
" MADISON",2015-02-03,85000,109714066
" MADISON",2015-02-04,91000,109805066
" MADISON",2015-02-06,795900,110600966
" MADISON",2015-02-09,259900,110860866
" MADISON",2015-02-11,199899,111060765
" MADISON",2015-02-12,159000,111219765
" MADISON",2015-02-13,169900,111389665
" MADISON",2015-02-17,125500,111515165
" MADISON",2015-02-20,354900,111870065
" MADISON",2015-03-03,39900,111909965
" MADISON",2015-03-04,69000,111978965
" MADISON",2015-03-06,340000,112318965
" MADISON",2015-03-10,149900,112468865
" MADISON",2015-03-11,31000,112499865
" MADISON",2015-03-12,257400,112757265
" MADISON",2015-03-13,269850,113027115
" MADISON",2015-03-19,77900,113105015
" MADISON",2015-03-20,764300,113869315
" MADISON",2015-03-24,110000,113979315
" MADISON",2015-03-25,149000,114128315
" MADISON",2015-03-26,100000,114228315
" MADISON",2015-03-27,437500,114665815
" MADISON",2015-03-30,296000,114961815
" MADISON",2015-03-31,750400,115712215
" MADISON",2015-04-01,500325,116212540
" MADISON",2015-04-02,160700,116373240
" MADISON",2015-04-03,77500,116450740
" MADISON",2015-04-07,220000,116670740
" MADISON",2015-04-10,269800,116940540
" MADISON",2015-04-13,113000,117053540
" MADISON",2015-04-14,170000,117223540
" MADISON",2015-04-15,534700,117758240
" MADISON",2015-04-16,80000,117838240
" MADISON",2015-04-17,873985,118712225
" MADISON",2015-04-20,290000,119002225
" MADISON",2015-04-21,247500,119249725
" MADISON",2015-04-22,115800,119365525
" MADISON",2015-04-24,738400,120103925
" MADISON",2015-04-27,138000,120241925
" MADISON",2015-04-28,437500,120679425
" MADISON",2015-04-29,607871,121287296
" MADISON",2015-04-30,1194439,122481735
" MADISON",2015-05-01,1269600,123751335
" MADISON",2015-05-04,187000,123938335
" MADISON",2015-05-05,174000,124112335
" MADISON",2015-05-07,265000,124377335
" MADISON",2015-05-08,319000,124696335
" MADISON",2015-05-11,243021,124939356
" MADISON",2015-05-12,410900,125350256
" MADISON",2015-05-15,1251500,126601756
" MADISON",2015-05-18,184388,126786144
" MADISON",2015-05-19,116000,126902144
" MADISON",2015-05-20,175000,127077144
" MADISON",2015-05-22,342900,127420044
" MADISON",2015-05-26,144500,127564544
" MADISON",2015-05-27,314900,127879444
" MADISON",2015-05-28,566500,128445944
" MADISON",2015-05-29,899500,129345444
" MADISON",2015-05-30,113300,129458744
" MADISON",2015-06-01,273400,129732144
" MADISON",2015-06-02,19000,129751144
" MADISON",2015-06-03,98500,129849644
" MADISON",2015-06-04,464000,130313644
" MADISON",2015-06-05,487000,130800644
" MADISON",2015-06-08,143000,130943644
" MADISON",2015-06-09,505000,131448644
" MADISON",2015-06-10,567600,132016244
" MADISON",2015-06-11,165500,132181744
" MADISON",2015-06-12,325900,132507644
" MADISON",2015-06-15,725000,133232644
" MADISON",2015-06-16,277150,133509794
" MADISON",2015-06-17,358400,133868194
" MADISON",2015-06-18,312900,134181094
" MADISON",2015-06-19,1072800,135253894
" MADISON",2015-06-22,110000,135363894
" MADISON",2015-06-24,400700,135764594
" MADISON",2015-06-25,250000,136014594
" MADISON",2015-06-26,1097700,137112294
" MADISON",2015-06-29,734900,137847194
" MADISON",2015-06-30,1068750,138915944
" MADISON",2015-07-01,83500,138999444
" MADISON",2015-07-02,201500,139200944
" MADISON",2015-07-06,155000,139355944
" MADISON",2015-07-07,184000,139539944
" MADISON",2015-07-08,119000,139658944
" MADISON",2015-07-09,192000,139850944
" MADISON",2015-07-10,1369500,141220444
" MADISON",2015-07-13,452900,141673344
" MADISON",2015-07-14,580500,142253844
" MADISON",2015-07-15,262500,142516344
" MADISON",2015-07-16,470050,142986394
" MADISON",2015-07-17,625500,143611894
" MADISON",2015-07-21,50000,143661894
" MADISON",2015-07-22,195350,143857244
" MADISON",2015-07-23,195000,144052244
" MADISON",2015-07-24,439944,144492188
" MADISON",2015-07-27,525800,145017988
" MADISON",2015-07-28,140000,145157988
" MADISON",2015-07-29,153000,145310988
" MADISON",2015-07-30,672250,145983238
" MADISON",2015-07-31,1388150,147371388
" MADISON",2015-08-03,1198200,148569588
" MADISON",2015-08-04,640000,149209588
" MADISON",2015-08-06,191000,149400588
" MADISON",2015-08-11,420900,149821488
" MADISON",2015-08-12,575000,150396488
" MADISON",2015-08-13,350000,150746488
" MADISON",2015-08-14,361828,151108316
" MADISON",2015-08-17,36000,151144316
" MADISON",2015-08-18,136000,151280316
" MADISON",2015-08-19,544500,151824816
" MADISON",2015-08-20,224400,152049216
" MADISON",2015-08-21,540700,152589916
" MADISON",2015-08-24,271000,152860916
" MADISON",2015-08-25,364000,153224916
" MADISON",2015-08-26,124900,153349816
" MADISON",2015-08-27,362900,153712716
" MADISON",2015-08-28,435900,154148616
" MADISON",2015-08-31,231000,154379616
" MADISON",2015-09-01,221000,154600616
" MADISON",2015-09-02,332750,154933366
" MADISON",2015-09-04,3373000,158306366
" MADISON",2015-09-09,398000,158704366
" MADISON",2015-09-10,418500,159122866
